P46953,Eukaryota,Metazoa,10116,0.0034965,286,6.99,0.0,0.0
Q9C991,Eukaryota,Viridiplantae,3702,0.0635452,299,4.68,0.0,0.0
P44321,Bacteria,Proteobacteria,71421,0.0,185,0.0,0.0,0.0
B9IRB4,Bacteria,Firmicutes,361100,0.0341463,205,2.44,0.0,0.0
Q1BTJ3,Bacteria,Proteobacteria,331271,0.1304348,207,10.63,0.0,0.0
Q0SPY0,Bacteria,Firmicutes,289380,0.0341463,205,0.49,0.0,0.0
Q7NHP4,Bacteria,Cyanobacteria,251221,0.135514,214,2.8,0.0,0.0
P9WJP7,Bacteria,Actinobacteria,83332,0.1330049,203,20.69,0.0,0.0
Q4LBY8,Bacteria,Proteobacteria,63612,0.0764706,170,0.0,0.0,0.0
Q54P77,Eukaryota,Amoebozoa,44689,0.0471869,551,0.0,0.0,0.0
P31687,Eukaryota,Viridiplantae,3847,0.0604982,562,3.56,0.0,0.0
Q9NRA8,Eukaryota,Metazoa,9606,1.0,985,67.82,6.4,0.0
P0C9T8,Viruses,"dsDNA viruses, no RNA stage",561443,0.4779116,498,0.0,0.0,0.0
B5R313,Bacteria,Proteobacteria,550537,0.080402,199,0.0,0.0,0.0
Q64264,Eukaryota,Metazoa,10090,0.2422803,421,11.4,0.0,40.86
P28564,Eukaryota,Metazoa,10116,0.1088083,386,2.85,0.0,41.97
P79400,Eukaryota,Metazoa,9823,0.1134021,291,0.0,0.0,39.86
P28285,Eukaryota,Metazoa,7227,0.7829736,834,46.88,5.52,19.06
P31388,Eukaryota,Metazoa,10116,0.2912844,436,6.42,0.0,37.16
P32304,Eukaryota,Metazoa,10090,0.2879464,448,0.45,0.0,37.72
Q7ZWS2,Eukaryota,Metazoa,8355,0.0172414,290,1.38,0.0,0.0
Q9W197,Eukaryota,Metazoa,7227,0.0,319,6.58,0.0,0.0
O46411,Eukaryota,Metazoa,9913,0.1464286,560,7.68,2.14,0.0
P49902,Eukaryota,Metazoa,9606,0.0445633,561,7.84,2.32,0.0
P44569,Bacteria,Proteobacteria,71421,0.039801,603,3.81,0.0,0.0
P52307,Eukaryota,Metazoa,6941,0.0982759,580,2.93,0.0,0.0
Q12471,Eukaryota,Fungi,559292,0.3753149,397,3.53,0.0,0.0
P41577,Bacteria,Proteobacteria,577,0.0,445,2.7,0.0,0.0
P63335,Bacteria,Firmicutes,196620,0.0021368,468,1.92,0.0,0.0
O83351,Bacteria,Spirochaetes,243276,0.0389344,488,1.02,0.0,0.0
Q9Z8U5,Bacteria,Chlamydiae,83558,0.1124031,258,2.33,0.0,0.0
P9WQP5,Bacteria,Actinobacteria,83332,0.0,247,17.81,0.0,0.0
B4TC39,Bacteria,Proteobacteria,454169,0.0060423,331,5.74,0.0,0.0
P27682,Eukaryota,Metazoa,10116,1.0,210,50.0,0.0,0.0
P18269,Eukaryota,Euglenozoa,5693,0.1875,752,15.16,0.0,0.0
P18271,Eukaryota,Euglenozoa,5693,0.0114286,175,16.0,0.0,0.0
P68718,Viruses,"dsDNA viruses, no RNA stage",10254,1.0,94,0.0,0.0,0.0
P20993,Viruses,"dsDNA viruses, no RNA stage",10249,1.0,378,0.79,0.0,5.56
P68713,Viruses,"dsDNA viruses, no RNA stage",126794,1.0,77,22.08,6.49,0.0
P25227,Eukaryota,Metazoa,9986,0.1144279,201,9.95,0.0,0.0
P22325,Eukaryota,Metazoa,10141,0.0765432,405,1.23,0.0,0.0
P04217,Eukaryota,Metazoa,9606,0.0505051,495,15.76,0.0,0.0
Q19LI2,Eukaryota,Metazoa,10090,0.0585938,512,6.05,0.0,0.0
Q9NQ94,Eukaryota,Metazoa,9606,0.5555556,594,4.55,0.0,0.0
C0JAU1,Eukaryota,Metazoa,571530,0.003663,273,0.0,0.0,0.0
P0CE83,Eukaryota,Metazoa,58218,0.0915033,306,0.33,0.0,0.0
P0CE84,Eukaryota,Metazoa,58218,0.0245614,285,1.05,0.0,0.0
C0JAR8,Eukaryota,Metazoa,571525,0.003663,273,0.0,0.0,0.0
C0JAS2,Eukaryota,Metazoa,571525,0.003663,273,0.0,0.0,0.0
C0JAW6,Eukaryota,Metazoa,424440,0.003663,273,0.0,0.0,0.0
C0JAY8,Eukaryota,Metazoa,571529,0.003663,273,0.0,0.0,0.0
C0JAU4,Eukaryota,Metazoa,196454,0.0109489,274,0.0,0.0,0.0
C0JAU3,Eukaryota,Metazoa,571518,0.003663,273,0.0,0.0,0.0
P0C2L0,Eukaryota,Metazoa,58218,0.0,33,0.0,0.0,0.0
Q9J548,Viruses,"dsDNA viruses, no RNA stage",928301,1.0,113,0.0,0.0,20.35
P20737,Eukaryota,Metazoa,6706,0.0263158,38,0.0,0.0,0.0
P68619,Viruses,"dsDNA viruses, no RNA stage",10254,1.0,221,41.18,0.0,9.5
C0JB14,Eukaryota,Metazoa,571525,0.0323741,278,1.08,0.0,0.0
C0JB23,Eukaryota,Metazoa,58217,0.0144928,276,0.0,0.0,0.0
P21069,Viruses,"dsDNA viruses, no RNA stage",10249,1.0,334,0.0,1.2,0.0
P21074,Viruses,"dsDNA viruses, no RNA stage",10249,0.013245,151,0.0,0.0,0.0
Q6P2N6,Eukaryota,Metazoa,9606,0.5864662,266,8.65,0.0,15.79
P39906,Bacteria,Proteobacteria,870,0.1067194,253,2.77,0.0,0.0
Q52424,Bacteria,Proteobacteria,588,0.0,178,0.0,0.0,0.0
Q89VT8,Bacteria,Proteobacteria,224911,0.0,326,2.45,0.0,0.0
Q28BL6,Eukaryota,Metazoa,8364,0.0982143,672,0.15,0.0,0.0
Q5E9N4,Eukaryota,Metazoa,9913,0.0211765,425,4.94,0.0,0.0
F4KBF3,Eukaryota,Viridiplantae,3702,0.0568655,721,0.83,0.0,0.0
F4HUK6,Eukaryota,Viridiplantae,3702,0.0683453,556,3.24,0.0,0.0
Q9LQS1,Eukaryota,Viridiplantae,3702,0.0441176,544,1.84,0.0,0.0
Q0T047,Bacteria,Proteobacteria,373384,0.2225806,310,7.42,0.0,6.77
Q6DAH4,Bacteria,Proteobacteria,218491,1.0,662,0.0,0.0,34.89
A9N862,Bacteria,Proteobacteria,1016998,1.0,655,0.31,0.0,35.27
B5BGR8,Bacteria,Proteobacteria,554290,1.0,655,0.31,0.0,35.27
Q9ZUU2,Eukaryota,Viridiplantae,3702,0.4395161,248,2.02,0.0,0.0
B7N114,Bacteria,Proteobacteria,585397,1.0,67,0.0,0.0,62.69
B4TJU0,Bacteria,Proteobacteria,454169,1.0,67,0.0,0.0,62.69
A1JRI1,Bacteria,Proteobacteria,393305,1.0,67,0.0,0.0,62.69
Q5BIS9,Eukaryota,Metazoa,9913,0.3222222,270,34.44,0.0,0.0
Q5RD00,Eukaryota,Metazoa,9601,0.1557971,552,9.6,0.0,0.0
Q6LA53,Eukaryota,Fungi,284812,0.234104,346,0.58,0.0,0.0
Q5XI97,Eukaryota,Metazoa,10116,0.0485437,412,8.98,0.0,0.0
Q5PEN7,Bacteria,Proteobacteria,295319,0.0709318,719,3.06,0.0,6.26
P85906,Eukaryota,Viridiplantae,3357,1.0,46,0.0,0.0,0.0
Q02635,Bacteria,Proteobacteria,266834,0.0325,400,0.75,0.0,0.0
P08906,Eukaryota,Metazoa,9796,0.0072639,413,4.36,0.0,0.0
A5A6K8,Eukaryota,Metazoa,9598,0.0363196,413,1.94,0.0,0.0
Q56232,Bacteria,Deinococcus-Thermus,300852,0.0,385,10.13,0.0,0.0
Q822F2,Bacteria,Chlamydiae,227941,0.1316872,486,0.0,0.0,51.85
Q9SGY1,Eukaryota,Viridiplantae,3702,0.0513447,1227,3.91,0.0,20.78
Q6DCC5,Eukaryota,Metazoa,8355,0.21875,288,0.0,0.0,0.0
Q9FUT3,Eukaryota,Viridiplantae,3702,0.160767,678,1.18,0.59,18.58
Q9LZB8,Eukaryota,Viridiplantae,3702,0.1214511,634,0.79,0.0,19.87
Q06811,Eukaryota,Metazoa,6253,0.807326,1365,20.51,0.0,0.0
Q9FH76,Eukaryota,Viridiplantae,3702,0.0907127,463,1.73,0.0,4.54
Q694B5,Eukaryota,Metazoa,9595,0.0157895,190,0.0,0.0,0.0
Q54BT5,Eukaryota,Amoebozoa,44689,0.7320799,1702,4.23,1.29,18.51
O95342,Eukaryota,Metazoa,9606,0.1014383,1321,3.56,0.0,19.08
Q9QY30,Eukaryota,Metazoa,10090,0.1044663,1321,4.09,0.0,19.08
Q8T8P3,Eukaryota,Amoebozoa,44689,0.2780027,741,3.64,0.0,8.5
Q61285,Eukaryota,Metazoa,10090,0.2591093,741,2.43,0.0,11.34
P16970,Eukaryota,Metazoa,10116,0.2913505,659,2.88,0.0,12.75
Q66H39,Eukaryota,Metazoa,10116,0.2849083,709,8.74,0.0,0.0
Q8T6B4,Eukaryota,Amoebozoa,44689,0.5551664,1142,53.68,49.47,0.0
Q08DW9,Eukaryota,Metazoa,9913,0.3718593,398,4.02,1.01,5.28
B1IS15,Bacteria,Proteobacteria,481805,0.0,474,1.48,0.0,0.0
Q8Z747,Bacteria,Proteobacteria,90370,0.0042194,474,0.42,0.0,0.0
P60705,Eukaryota,Metazoa,10116,0.1748252,429,0.0,1.17,0.0
Q8WP22,Eukaryota,Metazoa,9541,0.5812672,363,20.39,0.0,0.0
P33293,Eukaryota,Fungi,4911,1.0,496,62.3,15.12,0.0
U6A629,Eukaryota,Fungi,5083,0.1489699,631,3.01,0.0,0.0
Q9C4B1,Eukaryota,Fungi,105351,0.0340681,499,11.02,0.0,0.0
Q4WL66,Eukaryota,Fungi,330879,0.0494071,506,7.11,0.0,0.0
B8NIX4,Eukaryota,Fungi,332952,0.0396825,504,2.38,0.0,0.0
Q3T0A0,Eukaryota,Metazoa,9913,0.1980198,404,4.21,0.0,5.2
Q5EA42,Eukaryota,Metazoa,9913,0.2305882,425,0.0,0.0,4.94
Q4R2Y9,Eukaryota,Metazoa,9541,0.2258824,425,1.41,0.0,4.94
Q01457,Bacteria,Firmicutes,1360,1.0,344,1.74,0.0,0.0
Q5NB83,Eukaryota,Viridiplantae,39947,0.5488959,317,52.37,0.0,0.0
Q4WYX7,Eukaryota,Fungi,330879,0.0685358,321,0.0,0.0,0.0
Q8N0Z2,Eukaryota,Metazoa,9606,0.7795276,381,58.01,0.0,0.0
Q8K4K7,Eukaryota,Metazoa,10116,0.776,375,57.87,0.0,0.0
Q969K4,Eukaryota,Metazoa,9606,0.0648536,478,2.09,0.0,0.0
Q7TQI7,Eukaryota,Metazoa,10090,0.2998047,1024,11.04,0.0,0.0
P0C6G1,Viruses,ssDNA viruses,10818,0.420765,183,2.19,0.0,0.0
A8XNF0,Eukaryota,Metazoa,6238,0.0791367,417,3.6,0.0,0.0
A8WP91,Eukaryota,Metazoa,6238,0.0637255,408,5.39,0.0,0.0
Q6IVG4,Eukaryota,Metazoa,9986,0.1452442,778,25.84,0.0,0.0
Q5ZHQ6,Eukaryota,Metazoa,9031,0.7906504,492,52.64,1.22,4.27
Q640U0,Eukaryota,Metazoa,8364,0.7751092,458,61.35,0.0,4.59
Q4V8X4,Eukaryota,Metazoa,7955,0.21,300,34.67,0.0,0.0
Q7ZYC4,Eukaryota,Metazoa,8355,0.3044655,739,7.71,0.0,0.0
P81624,Eukaryota,Viridiplantae,49450,1.0,30,100.0,0.0,0.0
C3L8X9,Bacteria,Firmicutes,568206,0.0432099,324,4.63,0.0,0.0
Q2KX40,Bacteria,Proteobacteria,360910,0.0529595,321,5.61,0.0,0.0
B9KF15,Bacteria,Proteobacteria,306263,0.0064309,311,6.11,0.0,0.0
Q11DU2,Bacteria,Proteobacteria,266779,0.0537975,316,3.8,0.0,0.0
Q3ATN9,Bacteria,Chlorobi,340177,0.1017964,334,2.99,0.0,0.0
Q8XLG5,Bacteria,Firmicutes,195102,0.0073801,271,2.21,0.0,0.0
Q85G50,Eukaryota,Rhodophyta,45157,0.0419355,310,3.87,0.0,0.0
B1XD54,Bacteria,Proteobacteria,316385,0.0438871,319,5.96,0.0,0.0
P0ABD5,Bacteria,Proteobacteria,83333,0.0,319,5.96,0.0,0.0
B1YKB2,Bacteria,Firmicutes,262543,0.0128617,311,5.14,0.0,0.0
A4IXL3,Bacteria,Proteobacteria,418136,0.0380952,315,2.22,0.0,0.0
C1D531,Bacteria,Proteobacteria,557598,0.0559006,322,3.73,0.0,0.0
Q9CNX9,Bacteria,Proteobacteria,272843,0.0378549,317,2.52,0.0,0.0
Q3A585,Bacteria,Proteobacteria,338963,0.0410095,317,2.21,0.0,0.0
Q3B1I3,Bacteria,Chlorobi,319225,0.0925373,335,5.67,0.0,0.0
B1XUY6,Bacteria,Proteobacteria,452638,0.0681115,323,5.26,0.0,0.0
A3PGR9,Bacteria,Proteobacteria,349101,0.0595611,319,11.91,0.0,0.0
Q2FG38,Bacteria,Firmicutes,367830,0.0,314,3.5,0.0,0.0
Q2YTE1,Bacteria,Firmicutes,273036,0.0159236,314,3.5,0.0,0.0
Q7A558,Bacteria,Firmicutes,158879,0.0286624,314,3.5,0.0,0.0
B4U1C2,Bacteria,Firmicutes,552526,0.0,256,2.34,0.0,0.0
B4SQ06,Bacteria,Proteobacteria,391008,0.0470219,319,5.96,0.0,0.0
Q1J593,Bacteria,Firmicutes,370554,0.0,256,2.34,0.0,0.0
B1I9M1,Bacteria,Firmicutes,487214,0.0,255,2.35,0.0,0.0
A5GJG7,Bacteria,Cyanobacteria,32051,0.0911854,329,9.42,0.0,0.0
A7MXZ9,Bacteria,Proteobacteria,338187,0.0438871,319,5.64,0.0,0.0
B7VIQ2,Bacteria,Proteobacteria,575788,0.0438871,319,3.76,0.0,0.0
Q9PGU5,Bacteria,Proteobacteria,160492,0.0532915,319,3.13,0.0,0.0
Q1CAL8,Bacteria,Proteobacteria,360102,0.0438871,319,5.33,0.0,0.0
C4Z3C6,Bacteria,Firmicutes,515620,0.0272374,257,5.06,0.0,0.0
Q899N5,Bacteria,Firmicutes,212717,0.0678261,575,0.52,0.0,0.0
A9CKT0,Bacteria,Proteobacteria,176299,0.147651,298,2.01,0.0,0.0
B7HRP1,Bacteria,Firmicutes,405534,0.1107266,289,1.73,0.0,0.0
Q5WEF4,Bacteria,Firmicutes,66692,0.0892857,280,8.21,0.0,0.0
A4YJI4,Bacteria,Proteobacteria,114615,0.1634615,312,9.29,0.0,0.0
B3EFW3,Bacteria,Chlorobi,290315,0.1039427,279,0.36,0.0,0.0
B2V3S6,Bacteria,Firmicutes,508767,0.1134021,291,2.06,0.0,0.0
A4QKU0,Eukaryota,Viridiplantae,78192,0.464876,484,2.48,0.0,0.0
A9B536,Bacteria,Chloroflexi,316274,0.1006711,298,4.7,0.0,0.0
Q03RW0,Bacteria,Firmicutes,387344,0.0866426,277,3.25,0.0,0.0
B3DWQ9,Bacteria,Verrucomicrobia,481448,0.0794224,277,3.97,0.0,0.0
Q6EW70,Eukaryota,Viridiplantae,34301,0.4588477,486,3.91,0.0,0.0
Q9CN12,Bacteria,Proteobacteria,272843,0.1644737,304,6.91,0.0,0.0
Q3BAN3,Eukaryota,Viridiplantae,308872,0.472837,497,0.4,0.0,0.0
Q2J2G6,Bacteria,Proteobacteria,316058,0.1149068,322,8.7,0.0,0.0
A6UEI3,Bacteria,Proteobacteria,366394,0.1480263,304,0.99,0.0,0.0
Q2MI91,Eukaryota,Viridiplantae,4081,0.4591837,490,5.92,0.0,0.0
A8Z2L6,Bacteria,Firmicutes,451516,0.0877193,285,0.0,0.0,0.0
B1XKV6,Bacteria,Cyanobacteria,32049,0.1159875,319,2.82,0.0,0.0
Q7MAM0,Bacteria,Proteobacteria,273121,0.1072664,289,1.38,0.0,0.0
Q3BRL8,Bacteria,Proteobacteria,316273,0.1322034,295,10.85,0.0,0.0
P07920,Eukaryota,Viridiplantae,4081,0.028481,316,0.95,0.0,0.0
Q9ZQZ1,Eukaryota,Viridiplantae,51096,0.0660377,318,5.03,0.0,0.0
O29870,Archaea,Euryarchaeota,224325,0.2676991,452,1.99,0.0,0.0
O29164,Archaea,Euryarchaeota,224325,0.0706522,184,0.0,0.0,0.0
Q1B2X0,Bacteria,Actinobacteria,164756,0.0354839,310,6.77,0.0,0.0
B1J6Y6,Bacteria,Proteobacteria,390235,0.0129032,310,1.94,0.0,0.0
B2AIJ6,Bacteria,Proteobacteria,164546,0.0365449,301,3.99,0.0,0.0
B7M2Z9,Bacteria,Proteobacteria,585034,0.0253165,316,4.11,0.0,0.0
A6TAC5,Bacteria,Proteobacteria,272620,0.0253165,316,3.8,0.0,0.0
A8H4F0,Bacteria,Proteobacteria,398579,0.0553746,307,6.19,0.0,0.0
B1VRH6,Bacteria,Actinobacteria,455632,0.0487013,308,1.62,0.0,0.0
Q27459,Eukaryota,Metazoa,6238,0.15,620,1.94,0.0,0.0
Q5RFN1,Eukaryota,Metazoa,9601,0.2596273,805,4.47,0.0,2.61
Q12031,Eukaryota,Fungi,559292,0.1252174,575,0.7,0.0,0.0
Q3IKY9,Bacteria,Proteobacteria,326442,0.0540541,592,0.68,0.0,0.0
Q124G2,Bacteria,Proteobacteria,296591,0.1264,625,7.2,0.0,0.0
Q02JM4,Bacteria,Proteobacteria,208963,0.0329289,577,0.52,0.0,0.0
Q1CNT1,Bacteria,Proteobacteria,377628,0.0486957,575,0.7,0.0,0.0
Q8VD53,Eukaryota,Metazoa,10090,1.0,275,0.0,0.0,52.36
Q92081,Eukaryota,Metazoa,7769,0.0,338,2.66,0.0,0.0
P9WIZ9,Bacteria,Actinobacteria,83332,0.0151057,331,10.57,0.0,0.0
Q8JFN7,Eukaryota,Metazoa,8022,0.3339161,572,20.8,0.0,14.69
Q2MKA5,Eukaryota,Metazoa,10090,0.1820128,467,1.28,0.0,17.99
P22770,Eukaryota,Metazoa,9031,0.2330677,502,2.39,0.0,17.33
Q5E6L4,Bacteria,Proteobacteria,312309,0.0100503,398,0.0,0.0,0.0
Q92CN9,Bacteria,Firmicutes,272626,0.0100756,397,0.0,0.0,0.0
Q9JT07,Bacteria,Proteobacteria,122587,0.0150376,399,1.0,0.0,0.0
A9VKE9,Bacteria,Firmicutes,315730,0.0050378,397,0.0,0.0,0.0
B5RMH1,Bacteria,Spirochaetes,412419,0.0245098,408,0.0,0.0,0.0
A5CPD5,Bacteria,Actinobacteria,443906,0.0631313,396,9.6,0.0,0.0
B2V4D1,Bacteria,Firmicutes,508767,0.0050251,398,0.25,0.0,0.0
Q6NF47,Bacteria,Actinobacteria,257309,0.0526316,399,3.51,0.0,0.0
Q4JXQ4,Bacteria,Actinobacteria,306537,0.0744417,403,5.71,0.0,0.0
C6BYL8,Bacteria,Proteobacteria,526222,0.0025253,396,2.53,0.0,0.0
B2VIP6,Bacteria,Proteobacteria,338565,0.005,400,0.0,0.0,0.0
B0S1N0,Bacteria,Firmicutes,334413,0.0025445,393,1.53,0.0,0.0
A5FE24,Bacteria,Bacteroidetes,376686,0.0025381,394,0.76,0.0,0.0
Q6MTX5,Bacteria,Tenericutes,272632,0.0076336,393,0.25,0.0,0.0
A5ITN4,Bacteria,Firmicutes,359786,0.01,400,1.5,0.0,0.0
A6QHP5,Bacteria,Firmicutes,426430,0.01,400,1.5,0.0,0.0
Q6GFZ6,Bacteria,Firmicutes,282458,0.01,400,2.25,0.0,0.0
B9DN93,Bacteria,Firmicutes,396513,0.0075377,398,2.01,0.0,0.0
Q1J8W0,Bacteria,Firmicutes,370554,0.0100503,398,0.75,0.0,0.0
A6LMG9,Bacteria,Thermotogae,391009,0.0098522,406,0.99,0.0,0.0
A4TM44,Bacteria,Proteobacteria,386656,0.0075,400,0.0,0.0,0.0
Q95LF9,Eukaryota,Metazoa,9595,0.1696429,336,0.0,0.0,44.64
Q16570,Eukaryota,Metazoa,9606,0.1220238,336,0.0,0.0,44.64
O93988,Eukaryota,Fungi,771870,0.1587537,674,5.49,0.0,0.0
Q641W9,Eukaryota,Metazoa,10116,0.1181818,440,17.5,0.0,0.0
Q2QNG7,Eukaryota,Viridiplantae,39947,0.035461,423,0.0,0.0,0.0
P41985,Eukaryota,Metazoa,9913,0.3032258,465,30.54,0.0,32.9
A2RHZ5,Bacteria,Firmicutes,416870,0.2196796,437,19.68,0.0,0.0
Q90875,Eukaryota,Metazoa,9031,0.0022497,889,1.01,0.0,0.0
P27747,Bacteria,Proteobacteria,381666,0.0187166,374,2.94,0.0,0.0
P07308,Eukaryota,Metazoa,10116,1.0,358,9.5,0.0,22.63
Q9TT94,Eukaryota,Metazoa,9913,1.0,359,1.39,0.0,22.56
P56418,Bacteria,Proteobacteria,85962,0.0176056,852,2.93,0.0,0.0
P39533,Eukaryota,Fungi,559292,0.0621039,789,9.89,0.0,0.0
C8VG90,Eukaryota,Fungi,227321,0.0421456,783,8.56,0.0,0.0
Q68VV0,Bacteria,Proteobacteria,257363,0.0296128,878,0.11,0.0,0.0
Q5HPJ0,Bacteria,Firmicutes,176279,0.0188679,901,2.77,0.0,0.0
Q8BWN8,Eukaryota,Metazoa,10090,0.0261283,421,1.43,0.0,0.0
Q9Y305,Eukaryota,Metazoa,9606,0.2004556,439,6.83,0.0,0.0
P07872,Eukaryota,Metazoa,10116,0.0,661,4.54,0.0,0.0
Q619N4,Eukaryota,Metazoa,6238,0.2370892,426,0.47,0.0,4.93
P52414,Eukaryota,Viridiplantae,3930,0.4244604,139,0.0,0.0,0.0
P08971,Eukaryota,Viridiplantae,3708,0.3955224,134,0.0,0.0,0.0
B5Z2W0,Bacteria,Proteobacteria,444450,1.0,193,0.0,0.0,0.0
A4W777,Bacteria,Proteobacteria,399742,1.0,193,0.0,0.0,0.0
B5EWT7,Bacteria,Proteobacteria,454166,1.0,193,0.0,0.0,0.0
Q8XEZ8,Bacteria,Proteobacteria,90370,1.0,193,0.0,0.0,0.0
A8GAM3,Bacteria,Proteobacteria,399741,1.0,193,1.04,0.0,0.0
P0A4W7,Bacteria,Actinobacteria,233413,0.0,115,22.61,0.0,0.0
A8MJ27,Bacteria,Firmicutes,350688,0.1065574,122,0.0,0.0,0.0
A7HCT8,Bacteria,Proteobacteria,404589,0.0620155,129,0.0,0.0,0.0
A0JZ20,Bacteria,Actinobacteria,290399,0.0,115,0.0,0.0,0.0
B7IU30,Bacteria,Firmicutes,405531,0.0420168,119,0.0,0.0,0.0
Q6HPE3,Bacteria,Firmicutes,281309,0.0336134,119,0.0,0.0,0.0
A1A005,Bacteria,Actinobacteria,367928,0.25,152,0.0,0.0,0.0
Q1BXT7,Bacteria,Proteobacteria,331271,0.1621622,148,8.78,0.0,0.0
A7H5D0,Bacteria,Proteobacteria,360109,0.1130435,115,0.0,0.0,0.0
Q820E7,Bacteria,Chlamydiae,227941,0.0983607,122,0.0,0.0,0.0
A4QGP6,Bacteria,Actinobacteria,340322,0.0,135,0.74,0.0,0.0
Q46Z22,Bacteria,Proteobacteria,264198,0.0928571,140,4.29,0.0,0.0
B7NRL6,Bacteria,Proteobacteria,585057,0.0079365,126,0.0,0.0,0.0
B3E694,Bacteria,Proteobacteria,398767,0.031746,126,0.0,0.0,0.0
B4U7U7,Bacteria,Aquificae,380749,0.1612903,124,0.0,0.0,0.0
Q0C3U0,Bacteria,Proteobacteria,228405,0.1167883,137,2.92,0.0,0.0
